id,tipo,temp_ar_kelvin,temp_processo_kelvin,velocidade_rotacao_rpm,torque_nm,tipo_falha
3512,1,301.8,311.0,1322,53.0,1
4041,1,302.0,310.8,1767,27.4,1
2592,1,298.9,308.6,1522,46.4,1
3489,1,301.9,310.9,1379,54.8,1
2959,2,300.8,309.5,1481,44.5,1
7795,2,300.2,311.6,1415,55.8,1
3507,0,301.6,310.8,1435,47.2,1
7014,2,300.4,310.4,1544,36.3,1
9423,1,298.1,308.5,1665,29.6,1
7828,2,299.8,311.1,1452,44.3,1
8164,1,299.7,311.1,1574,36.4,1
6971,1,300.7,311.0,1436,44.9,1
7969,1,300.9,312.2,1811,23.2,1
5756,1,302.1,311.4,1391,49.2,1
2738,2,299.7,309.1,1508,41.2,1
2453,2,299.1,308.6,2329,14.6,1
4659,1,303.1,311.2,1679,34.8,1
4403,0,302.3,310.2,1506,33.8,1
5790,2,301.8,311.5,1416,49.0,1
1673,1,298.1,307.8,1432,49.8,1
5054,1,303.8,312.9,1514,34.3,1
4474,1,302.7,310.5,1551,35.9,1
7798,1,300.0,311.4,1476,39.0,1
8578,1,297.6,308.3,1502,43.2,1
1317,1,299.0,310.3,1507,36.7,1
6232,2,301.3,311.0,1495,40.8,1
8262,0,299.2,310.6,1434,48.4,1
9945,1,298.3,307.9,1399,47.8,1
818,1,296.8,307.6,1368,52.0,1
2382,1,299.1,308.2,1493,34.9,1
8818,0,297.3,308.6,1376,53.5,1
71,2,298.9,309.0,1924,22.6,1
1267,1,298.0,309.6,1633,34.8,1
1578,1,298.3,308.4,1484,43.4,1
9213,1,298.0,308.9,1390,53.9,1
1681,2,297.9,307.4,1610,34.6,1
3967,1,302.3,311.5,1530,37.8,1
1326,0,298.8,310.1,1567,36.8,1
1366,1,298.7,310.1,1676,33.5,1
3677,2,302.2,311.5,1562,38.0,1
9718,1,298.9,309.9,1500,44.2,1
1091,1,296.9,307.7,1464,41.4,1
2457,1,299.1,308.6,1555,36.6,1
8808,2,297.4,308.6,1604,32.8,1
6834,1,301.1,311.1,1387,53.1,1
5679,2,302.2,311.7,1584,36.2,1
9507,0,299.3,310.4,1548,41.6,1
9274,0,298.2,308.7,1520,35.7,1
4020,2,302.0,310.9,1558,45.3,1
656,1,297.7,309.1,1435,38.8,1
1772,1,298.4,307.9,1446,45.3,1
3111,0,299.9,309.2,1525,33.2,1
6290,1,301.0,310.5,1248,61.4,1
5657,2,302.3,311.5,1316,47.2,1
1751,2,298.4,307.8,1617,31.6,1
75,1,298.9,309.0,1601,32.3,1
5661,1,302.2,311.4,1477,41.7,1
1928,0,298.0,307.8,1314,47.8,1
1543,1,298.3,308.9,1379,54.7,1
3615,1,301.8,311.0,1606,33.3,1
8219,1,299.1,310.5,1485,37.8,1
3505,2,301.7,310.8,1524,41.3,1
5339,2,303.3,312.5,1674,32.7,1
6380,1,300.1,309.7,1485,45.9,1
1964,1,297.7,307.5,1379,43.3,1
2129,1,299.4,309.0,1800,24.3,1
2241,1,299.2,308.5,1457,44.7,1
3667,2,302.3,311.6,1608,39.9,1
6714,1,301.3,310.6,1416,45.2,1
6389,0,300.3,309.9,1509,46.6,1
2593,1,298.9,308.6,1539,45.4,1
171,2,298.4,308.2,1610,35.0,1
5841,2,301.3,311.1,1581,30.9,1
2097,2,299.5,309.4,1387,56.2,1
9624,1,298.9,310.1,1356,47.8,1
5267,2,303.4,312.8,1518,38.7,1
3251,0,301.2,309.8,1709,27.0,1
9859,1,298.5,309.5,1547,33.1,1
5139,2,304.3,313.6,1489,40.3,1
3206,2,300.1,308.9,1548,38.4,1
9780,1,298.8,309.8,1509,36.2,1
3586,1,301.9,310.7,1947,25.0,1
3722,2,302.2,311.2,1544,43.6,1
1815,1,298.1,307.7,1650,34.1,1
2346,1,299.2,308.4,1475,38.7,1
6149,1,301.1,311.2,1564,37.0,1
2707,2,299.6,309.1,1560,37.1,1
5849,1,301.4,311.3,2323,15.9,1
5793,2,301.8,311.3,1624,31.6,1
1310,1,298.9,310.2,1654,31.1,1
5372,1,302.9,312.3,1435,47.7,1
210,1,298.4,308.6,1477,44.0,1
3443,2,301.4,310.5,1495,52.5,1
2902,1,300.6,309.4,1425,40.3,1
4529,1,302.5,310.5,1507,39.5,1
9505,1,299.2,310.3,1440,47.0,1
8906,1,297.3,308.6,1385,55.2,1
9649,1,299.1,310.1,1416,41.2,1
2899,2,300.6,309.5,1550,40.2,1
285,1,298.2,308.3,2051,19.2,1
6352,1,300.0,309.7,1542,47.1,1
3080,1,300.1,309.3,1340,56.0,1
9157,2,297.5,308.4,1369,54.8,1
1005,0,296.3,307.2,1424,42.0,1
9602,1,298.9,310.1,2109,18.0,1
8283,2,298.9,310.7,1638,33.6,1
457,0,297.3,308.7,1478,47.6,1
8683,2,297.2,308.5,1353,46.5,1
7086,1,300.6,310.3,1484,41.0,1
4231,1,302.2,310.8,1673,32.9,1
8954,1,297.3,308.0,1518,36.0,1
6042,2,300.7,311.0,1418,49.3,1
352,2,297.6,308.4,1611,31.0,1
399,0,297.4,308.3,1502,43.6,1
3450,1,301.7,310.7,1605,33.3,1
1190,2,297.2,308.3,1794,27.5,1
4307,1,301.6,310.0,1869,22.9,1
217,1,298.3,308.6,1499,38.3,1
3605,1,301.8,310.8,1557,33.3,1
9060,1,297.2,308.3,1805,25.6,1
7914,1,300.7,312.1,1395,41.9,1
7609,1,300.5,311.4,1642,27.1,1
3048,1,300.2,309.4,1558,38.3,1
3883,1,302.5,311.6,1419,43.7,1
9194,2,297.9,309.0,1530,40.9,1
6340,1,300.5,310.0,1451,48.6,1
321,0,297.8,308.4,1550,38.2,1
186,1,298.2,308.2,1446,38.2,1
5565,1,302.4,311.8,1416,46.1,1
3090,0,300.1,309.3,1520,38.2,1
6271,1,300.9,310.4,2021,18.8,1
1839,2,297.8,307.2,1456,39.6,1
2258,1,299.1,308.3,1892,25.2,1
529,2,297.5,309.5,1553,42.4,1
4578,1,303.0,311.2,1800,23.7,1
4843,2,303.3,311.8,1489,49.4,1
7216,1,299.9,309.8,1477,47.7,1
5208,2,303.8,312.7,1488,41.3,1
2800,1,300.3,309.6,1404,44.6,1
5653,1,302.4,311.8,1727,26.5,1
3802,2,302.2,310.9,1771,27.6,1
2351,1,299.3,308.6,1744,26.4,1
1862,2,297.9,307.6,1609,30.3,1
3731,2,302.3,311.2,1405,47.7,1
822,1,296.7,307.6,1474,41.7,1
7849,0,300.2,311.6,1547,37.7,1
10,2,298.5,309.0,1741,28.0,1
9955,2,298.1,307.9,1446,42.8,1
6973,1,300.7,311.0,1377,49.9,1
5218,2,303.8,312.8,1420,47.9,1
4761,1,303.6,311.7,1546,38.5,1
4743,1,303.3,311.3,1592,33.7,1
6122,1,300.9,311.1,1457,37.4,1
3880,2,302.6,311.7,1430,51.7,1
2240,1,299.2,308.6,1381,50.0,1
1909,1,297.9,307.6,1977,20.2,1
5470,2,302.7,312.2,1439,42.5,1
8929,1,297.4,308.4,1531,41.5,1
5769,1,301.7,311.3,1421,45.9,1
548,2,297.5,309.4,1482,39.3,1
6940,2,300.7,311.3,1348,53.0,1
5833,1,301.3,311.2,1675,32.1,1
5711,0,302.2,311.7,1413,46.5,1
9984,1,298.7,308.4,1694,28.7,1
1176,2,297.2,308.3,1578,37.8,1
390,2,297.6,308.7,1408,54.8,1
8769,2,297.5,308.7,1363,53.6,1
216,1,298.3,308.6,1548,40.3,1
3905,0,302.2,311.1,1426,50.6,1
7482,0,300.2,311.4,1506,36.1,1
3520,2,301.9,310.9,1569,32.5,1
9657,1,299.0,310.1,1623,33.0,1
7932,1,300.7,311.7,1499,38.4,1
9552,1,299.4,310.8,1391,48.9,1
3102,0,299.8,309.0,1467,37.3,1
7668,1,300.6,311.7,1528,43.9,1
937,2,295.6,306.1,1418,46.2,1
5453,2,303.0,312.7,1553,35.8,1
8252,1,299.0,310.4,1981,21.2,1
6956,1,300.7,311.2,1399,47.9,1
2492,1,299.1,308.9,1445,43.4,1
1438,0,298.8,309.9,1439,45.2,1
3707,1,302.0,311.3,1567,41.1,1
758,1,296.9,308.1,1555,33.7,1
1456,1,299.0,310.4,1382,53.0,1
5835,1,301.3,311.3,1434,49.8,1
5709,1,302.3,311.7,1611,38.6,1
9702,1,298.8,309.8,1485,42.4,1
3943,2,302.2,311.4,1398,47.2,1
6261,1,301.1,310.7,1436,45.3,1
6158,1,301.1,311.2,1774,29.6,1
5762,1,301.9,311.2,1369,49.8,1
4256,2,302.5,311.0,1387,52.1,1
3979,1,302.2,311.3,1382,46.4,1
1665,1,298.2,308.0,1535,38.0,1
9513,1,299.0,310.2,1575,37.8,1
6585,1,301.5,310.5,1372,44.0,1
9337,1,298.5,308.9,1725,31.9,1
1027,1,296.4,307.4,1512,36.8,1
4012,1,302.2,311.1,1447,52.1,1
3803,2,302.2,310.9,1488,44.2,1
8366,2,298.8,309.8,1551,36.6,1
4945,2,303.6,312.7,1765,27.5,1
814,1,296.8,307.6,1513,40.0,1
4604,0,302.9,311.0,1452,58.3,3
2668,2,299.8,309.3,1663,35.2,1
9339,0,298.5,309.0,1531,30.8,1
4007,1,302.1,311.2,1492,45.0,1
8424,1,299.0,310.4,1452,46.2,1
4914,2,303.5,312.3,1593,35.2,1
9444,0,298.0,308.8,1411,53.8,1
9621,1,298.9,310.0,1470,45.9,1
955,0,295.6,306.2,1414,42.5,1
7437,1,300.0,311.4,1487,41.2,1
5409,1,302.6,312.4,1628,33.0,1
3407,1,301.2,310.4,1470,44.0,1
6758,1,301.8,311.2,1822,26.2,1
6556,0,301.5,310.7,1394,46.7,1
4543,2,302.5,310.4,1581,32.7,1
9296,2,298.2,309.0,1413,47.9,1
2550,1,299.4,309.2,1489,42.3,1
282,1,298.1,308.0,1626,36.5,1
3553,2,301.8,310.9,1358,52.3,1
6218,2,301.0,310.7,1455,46.1,1
9253,2,298.1,309.0,1533,36.1,1
6738,2,301.7,311.0,1537,33.5,1
6927,0,301.1,311.6,1417,53.4,1
9903,0,298.7,309.3,1402,45.3,1
1076,0,296.9,307.8,1345,54.5,1
1321,2,299.0,310.3,1540,38.1,1
7218,1,299.9,309.8,1716,28.2,1
4209,2,302.3,310.9,1627,32.3,1
759,1,296.8,308.0,1497,41.7,1
5639,1,302.6,312.1,1519,38.1,1
1307,1,298.8,310.0,1487,41.4,1
7470,1,300.3,311.6,1607,33.5,1
8664,1,297.5,308.6,1671,29.4,1
7555,2,300.3,311.4,1371,50.2,1
8103,1,300.3,311.8,1413,46.0,1
7844,2,300.1,311.7,1400,48.5,1
509,1,297.7,309.3,1893,24.6,1
738,0,296.9,308.3,1474,39.2,1
9068,1,297.1,308.2,1351,56.6,1
2153,2,299.3,308.8,1648,28.4,1
2096,1,299.4,309.3,1525,41.5,1
9503,1,299.3,310.2,1495,49.2,1
5084,1,304.1,313.1,1327,54.1,1
5522,1,302.6,311.9,1397,46.9,1
8445,2,298.6,309.9,1818,24.9,1
8197,1,299.4,310.8,1622,33.6,1
8441,1,298.6,309.8,1370,56.0,1
6197,1,300.9,310.8,1701,30.4,1
2056,1,299.6,309.4,1643,32.9,1
9929,2,298.4,308.5,1576,27.4,1
852,2,296.2,307.2,1389,48.6,1
3534,1,302.0,311.0,1563,36.2,1
2273,2,299.3,308.6,1448,52.1,1
8831,0,297.3,308.7,1430,42.8,1
2384,1,299.1,308.2,1568,33.3,1
6726,2,301.5,310.7,1359,47.1,1
9468,1,298.6,309.3,1702,27.6,1
913,1,295.6,306.0,1569,40.4,1
7303,1,300.1,310.5,1494,44.2,1
665,1,297.5,308.9,1390,47.4,1
7724,1,300.5,311.6,1730,30.2,1
7971,2,300.9,312.1,1297,48.6,1
5905,2,300.8,310.5,1330,59.0,2
7924,2,300.8,312.0,1450,45.0,1
8882,0,298.0,309.2,1520,37.9,1
6400,2,300.1,309.6,1501,38.0,1
376,1,297.4,308.2,1533,37.4,1
3484,0,301.9,310.8,1455,42.7,1
2296,1,299.4,308.7,1512,37.2,1
2976,0,300.5,309.4,1360,46.2,1
1139,1,296.9,307.9,1435,41.6,1
103,1,298.8,308.8,1555,40.6,1
2174,2,299.5,309.2,1495,41.6,1
527,1,297.6,309.5,1373,50.6,1
9378,0,297.7,308.3,1488,41.0,1
3225,2,300.6,309.5,1557,33.8,1
3134,0,300.2,309.6,1442,49.2,1
4074,2,301.9,310.6,1412,46.5,1
173,2,298.1,308.0,1924,20.8,1
2069,2,299.7,309.6,1534,39.1,1
601,1,297.8,309.7,1547,37.3,1
6469,1,300.5,309.8,1507,42.5,1
8275,1,298.9,310.5,1640,29.2,1
2323,1,299.2,308.7,1514,41.9,1
106,1,298.8,308.7,1591,31.1,1
9833,1,298.4,309.2,2118,17.7,1
1059,1,296.7,307.8,1605,31.3,1
678,1,297.9,309.2,1478,39.7,1
5831,2,301.3,311.2,1438,42.4,1
5045,1,304.1,313.2,1412,47.5,1
2061,1,299.6,309.5,1803,27.7,1
1411,2,298.9,310.1,1469,53.2,1
5574,1,302.5,312.2,1738,25.3,1
1980,0,298.0,307.6,1420,45.8,1
6482,1,300.7,309.8,1406,48.4,1
704,0,297.7,308.9,1479,40.9,1
6334,2,300.4,309.9,1415,31.8,1
6455,1,300.7,310.1,1598,32.8,1
4130,2,301.8,310.3,1666,32.7,1
7584,1,300.3,311.1,1480,46.6,1
9306,0,298.3,309.1,1646,30.2,1
9536,2,299.3,310.6,1609,31.4,1
5897,1,301.1,310.8,1274,55.7,1
435,2,297.5,308.5,1484,44.7,1
9850,1,298.6,309.4,2312,15.5,1
9193,1,297.9,309.0,1562,35.8,1
8216,1,299.1,310.5,1437,43.1,1
5625,2,302.8,312.2,1469,36.9,1
1796,2,298.1,307.7,1498,38.3,1
5365,1,303.2,312.6,1601,35.3,1
2305,1,299.1,308.5,1455,39.8,1
8025,1,300.9,312.0,1493,38.7,5
6963,2,300.7,311.1,1373,49.9,1
1119,1,296.5,307.5,1443,41.8,1
8211,0,299.2,310.7,1636,29.4,1
4314,1,301.4,310.1,1502,46.6,1
6117,1,300.8,310.9,1453,43.9,1
7142,2,300.4,309.8,1356,44.4,1
1663,0,298.2,307.9,1462,45.5,1
5021,1,304.1,313.1,1556,36.3,1
3058,1,300.1,309.1,1400,46.7,1
1617,0,297.8,307.8,1662,30.7,1
7388,0,299.8,310.6,1423,44.6,1
8066,2,300.5,311.9,1670,26.3,1
5167,0,304.2,313.5,1546,41.4,1
461,0,297.3,308.6,1431,42.0,1
9131,1,297.6,308.6,1576,32.7,1
5551,2,302.3,311.9,1508,42.3,1
781,2,296.9,308.0,1409,50.7,1
7195,1,300.1,310.1,1380,52.6,1
6409,1,300.3,309.9,1601,31.7,1
8819,2,297.4,308.7,1481,48.0,1
8946,1,297.4,308.2,1639,33.8,1
4681,1,303.6,311.7,1491,39.8,1
9640,1,299.3,310.4,1725,26.8,1
9797,0,298.4,309.3,1694,30.9,1
3045,1,300.2,309.4,1981,21.4,1
3224,0,300.6,309.5,1495,36.5,1
5843,1,301.4,311.2,1355,50.6,1
3991,0,302.2,311.2,1692,28.2,1
7223,2,299.8,309.7,1320,61.7,1
890,1,295.6,306.1,1389,46.2,1
7583,0,300.4,311.2,1489,45.3,1
375,1,297.4,308.3,1431,43.0,1
1362,2,298.6,310.1,1458,41.9,1
9307,2,298.3,309.2,1783,28.3,1
7689,1,300.6,311.7,1553,39.8,1
1265,2,297.8,309.3,2243,15.7,1
996,1,296.3,307.3,1566,35.8,1
4791,1,303.8,312.8,1443,40.7,1
7682,1,300.7,311.8,1443,43.7,1
5915,1,300.7,310.3,1592,36.0,1
2529,1,298.8,308.6,1730,25.9,1
1418,1,298.7,309.9,1541,38.5,1
1225,1,297.1,308.3,1763,25.7,1
998,2,296.3,307.2,1446,45.9,1
6890,0,300.9,311.4,1387,42.7,1
7588,1,300.4,311.1,1405,54.1,1
2590,1,299.0,308.7,2250,16.6,1
3861,1,302.6,311.5,1427,38.9,1
6522,1,301.1,310.1,1666,27.2,1
1631,1,297.9,307.9,1412,44.5,1
6093,1,300.9,310.7,1658,28.5,1
5130,2,304.1,313.3,1725,28.3,1
2254,1,299.2,308.4,1386,54.1,1
6882,1,301.0,311.4,1573,37.6,1
3123,1,300.0,309.3,1473,46.0,1
3804,1,302.2,310.9,1531,37.5,1
3641,0,302.4,311.6,1544,39.1,1
847,2,296.4,307.4,1416,50.0,2
2105,2,299.3,309.1,1600,35.3,1
4087,1,302.0,310.5,1567,36.1,1
7273,1,300.2,310.3,1202,59.5,1
6568,2,301.3,310.6,1499,36.1,1
6427,1,300.2,309.7,1448,36.8,1
9760,1,298.5,309.7,1613,36.7,1
8825,2,297.3,308.9,1799,24.5,1
6328,1,300.6,310.0,1425,49.5,1
3136,1,300.4,309.8,1342,52.5,1
6870,1,301.0,311.2,1412,42.1,1
4373,2,301.9,309.6,1439,41.7,1
3202,1,300.2,309.1,1479,47.0,1
6499,0,300.8,309.9,2041,19.2,1
4804,1,303.6,312.5,1710,31.4,1
5088,2,304.0,313.0,1685,28.2,1
6120,1,300.9,311.1,1471,39.3,1
8506,1,298.4,309.7,1530,38.6,1
3608,1,301.6,310.7,1638,33.8,1
3874,1,302.6,311.8,1638,35.1,1
401,1,297.4,308.5,2100,16.9,1
3522,1,301.9,311.0,1541,38.9,1
9020,1,297.2,308.1,1662,31.3,1
6759,1,301.7,311.1,1644,32.8,1
8944,2,297.3,308.4,1449,44.4,1
8770,2,297.4,308.6,1452,41.2,1
8658,1,297.4,308.4,1421,46.0,1
111,1,298.8,308.6,1872,22.5,1
7792,1,300.1,311.4,1418,47.7,1
9535,1,299.3,310.6,1443,45.7,1
7038,1,300.6,310.6,1514,39.5,1
4376,1,302.0,309.7,1414,36.3,1
4785,1,303.9,312.6,1642,32.3,1
1879,2,298.1,307.7,1424,47.7,1
3987,2,302.2,311.3,1577,29.8,1
5073,1,304.1,313.0,1408,45.3,1
143,2,298.6,308.4,1778,28.2,1
9914,1,298.5,308.8,1589,30.6,1
8289,2,298.8,310.6,1640,33.8,1
5105,1,304.1,313.5,1469,44.6,1
4938,1,303.4,312.3,1540,38.7,1
6861,1,301.1,311.2,1910,20.2,1
5825,1,301.2,311.0,1596,37.2,1
7488,1,300.3,311.7,1707,33.6,1
6654,2,301.4,310.3,1610,29.1,1
2540,1,299.1,308.8,1413,42.1,1
6053,1,300.9,311.0,2003,20.2,1
8520,1,298.3,309.6,1420,44.1,1
7219,0,299.9,309.8,1400,48.7,1
7433,1,300.1,311.4,1484,43.1,1
7759,1,300.4,311.8,1689,30.8,1
2219,1,299.7,309.1,1713,33.5,1
556,2,297.4,309.4,1539,42.2,1
8413,2,298.6,309.7,1314,49.7,1
5829,1,301.3,311.1,1504,39.1,1
1173,1,297.1,308.1,1446,36.6,1
761,1,296.7,307.8,1505,39.4,1
6580,1,301.3,310.4,1501,41.6,1
9137,1,297.7,308.7,1694,29.1,1
649,0,297.7,309.3,1400,48.9,1
3028,1,300.5,309.5,1777,23.6,1
4980,2,303.7,312.7,1612,36.3,1
7556,1,300.3,311.3,1332,60.5,1
2047,1,299.3,309.1,1388,45.5,1
6205,2,300.9,310.8,1519,34.9,1
6737,1,301.7,311.0,1527,42.2,1
7346,1,299.6,310.2,1381,60.5,1
9393,1,297.6,308.1,1437,46.3,1
3909,1,302.3,311.2,1633,36.4,1
3617,2,301.8,311.1,1413,42.2,1
1065,2,296.8,307.9,1409,44.3,1
1574,1,298.2,308.2,1466,42.4,1
4536,1,302.4,310.2,1503,36.2,1
5949,1,300.7,310.8,2113,18.5,1
1058,1,296.8,307.8,1573,36.4,1
1220,2,296.9,308.1,1357,41.8,1
1568,1,298.1,308.2,1521,39.3,1
9355,2,298.2,308.8,1607,31.9,1
3928,0,302.7,311.5,1556,35.0,1
222,0,298.4,308.5,1827,24.3,1
707,2,297.8,309.0,1434,43.3,1
4877,2,303.7,312.4,1540,37.4,1
7619,2,300.5,311.4,1312,51.4,1
2967,1,300.6,309.3,1601,40.2,1
588,0,297.6,309.5,1623,33.1,1
6974,1,300.7,311.0,1462,41.9,1
6492,1,300.8,310.0,1468,52.7,1
9067,1,297.2,308.3,1656,30.3,1
2318,1,299.2,308.8,1605,31.1,1
2040,2,299.0,308.9,1449,39.6,1
3462,0,301.6,310.4,1330,49.5,1
484,1,297.4,309.0,1324,56.9,1
6798,2,301.2,310.7,1615,34.9,1
2764,1,299.8,309.2,1491,47.5,1
5780,1,301.6,311.1,1680,29.2,1
207,1,298.5,308.7,1609,35.3,1
1429,1,298.8,309.9,1568,33.7,1
2736,1,299.7,309.2,1412,45.4,1
4482,2,302.6,310.4,1544,35.1,1
3607,1,301.7,310.7,1318,55.0,2
4835,2,303.4,311.9,1510,42.2,1
8407,2,298.4,309.5,1344,45.3,1
6247,0,300.8,310.3,1457,46.8,1
1592,1,298.2,308.4,1355,49.4,1
3095,1,300.0,309.3,1972,22.0,1
187,1,298.1,308.3,1301,56.0,1
1544,1,298.4,308.9,1628,34.9,1
6787,1,301.2,310.6,1409,50.9,1
6183,1,301.0,310.8,1475,35.3,1
1051,1,296.6,307.6,1671,28.8,1
6181,1,301.0,310.9,1492,44.6,1
2716,2,299.5,309.0,1701,28.6,1
3910,0,302.3,311.3,1744,30.3,1
1545,1,298.4,309.0,1474,52.7,1
627,1,298.4,310.1,1533,35.2,1
5454,1,303.0,312.6,1451,42.1,1
8916,1,297.1,308.3,1403,54.1,1
6885,1,300.8,311.2,1492,39.0,1
124,1,298.9,308.7,1546,43.4,1
2322,2,299.2,308.8,1314,52.5,1
3383,1,301.3,310.6,1510,38.5,1
7135,2,300.5,310.0,1406,50.2,1
1245,1,297.1,308.4,1726,28.4,1
7132,2,300.5,309.8,1410,44.4,1
2834,1,300.3,309.2,1807,26.4,1
4412,1,302.5,310.3,1688,31.6,1
1817,1,298.1,307.6,1460,46.5,1
2554,1,299.3,309.1,1473,40.3,1
6578,1,301.4,310.4,1388,45.3,1
5976,0,300.5,310.7,1654,28.6,1
8571,0,297.9,308.7,1545,35.9,1
9591,2,299.2,310.4,1325,52.0,1
9770,1,298.6,309.6,1386,48.6,1
6074,2,300.9,310.8,1790,26.2,1
6751,2,301.7,311.0,1505,44.0,1
7509,2,300.5,311.9,1730,27.5,1
2747,1,299.7,309.2,1411,46.1,1
570,2,297.7,309.6,1596,35.2,1
9449,1,298.2,309.0,1780,29.3,1
322,1,297.8,308.4,1518,32.5,1
2111,0,299.3,309.0,1508,35.0,1
9145,2,297.5,308.5,1447,41.6,1
8331,1,298.8,309.7,1505,39.0,1
5351,2,303.4,312.8,1622,35.1,1
3500,1,301.9,311.0,1353,43.8,1
1603,0,297.8,307.9,1600,33.5,1
9581,2,299.5,310.7,1423,56.5,1
5856,2,301.2,310.9,1424,45.2,1
1408,1,298.9,310.0,1564,33.8,1
3301,0,301.3,310.4,1538,38.4,1
3213,1,300.3,309.2,1649,32.4,1
724,2,297.4,308.9,1500,46.3,1
9849,0,298.5,309.2,1568,40.6,1
663,2,297.6,308.9,1479,38.1,1
4435,1,302.4,310.1,1556,32.9,1
1727,1,298.3,307.8,1906,22.1,1
147,0,298.5,308.4,1612,36.1,1
1365,1,298.7,310.2,1566,33.1,1
4554,1,302.6,310.5,1461,45.4,1
5590,2,302.5,311.9,1298,57.5,1
3430,0,301.5,310.5,1551,34.3,1
1235,0,297.2,308.5,2440,14.0,1
5007,2,303.7,312.8,1366,47.3,1
3137,1,300.4,309.9,1435,54.8,1
7697,0,300.6,311.5,1282,60.2,1
8721,1,297.3,308.8,1554,36.1,1
8137,2,299.6,310.9,1474,39.7,1
9534,1,299.2,310.5,1705,29.5,1
2418,1,298.9,308.3,1576,36.6,1
9674,2,299.0,310.1,1593,35.4,1
8444,2,298.6,309.9,1668,32.3,1
8832,0,297.4,308.7,1726,26.8,1
6365,2,299.9,309.6,1489,41.7,1
6797,2,301.3,310.7,1300,58.3,1
1682,2,297.8,307.3,1804,26.0,1
2391,1,299.2,308.5,1487,41.2,1
9789,2,298.5,309.5,1535,39.8,1
219,1,298.3,308.6,1447,38.1,1
5541,1,302.4,311.8,1493,38.4,1
622,1,298.3,310.1,1408,45.3,1
8324,0,298.7,309.5,1453,40.4,1
7166,1,300.2,310.1,1392,47.9,1
9495,1,299.2,309.9,1516,41.4,1
6312,1,300.9,310.3,1446,44.5,1
9726,2,298.7,309.7,1629,27.9,1
4895,0,303.8,312.5,1447,46.6,1
4181,1,302.4,310.8,1686,28.8,1
6710,1,301.4,310.6,1481,37.6,1
6631,2,301.6,310.5,1414,49.3,1
1868,1,298.1,307.9,1502,41.8,1
531,2,297.6,309.5,1709,32.2,1
3109,1,299.8,309.2,1504,38.7,1
7911,2,300.8,312.2,1664,25.7,1
1517,1,298.2,308.9,1278,54.0,1
2102,1,299.3,309.3,1528,37.8,1
767,1,296.8,308.0,1561,38.3,1
2723,1,299.6,309.3,1558,34.8,1
2663,2,299.9,309.4,1483,38.1,1
6045,2,300.8,310.9,1522,41.7,1
3034,2,300.6,309.7,1934,22.8,1
6720,2,301.4,310.6,1431,40.6,1
7870,2,300.5,312.0,1779,27.7,1
7981,2,301.2,312.4,1505,39.6,1
6807,1,301.1,310.8,1608,32.9,1
4716,1,303.4,311.7,1476,42.3,1
3486,1,301.9,310.8,1427,47.7,1
8869,1,297.9,309.0,1456,46.5,1
6622,2,301.7,310.7,1861,21.8,1
5592,1,302.5,312.0,1574,33.8,1
6155,2,301.0,310.9,1765,24.2,1
4893,1,303.7,312.3,1922,23.1,1
5583,1,302.5,312.0,2052,18.9,1
9798,2,298.4,309.2,1597,33.5,1
6878,2,300.8,311.2,1488,40.1,1
2297,1,299.4,308.7,1553,42.7,1
3793,1,302.3,310.9,1459,35.0,1
1744,2,298.5,308.0,1713,25.8,1
3501,0,301.9,311.0,1871,26.0,1
371,2,297.5,308.3,1622,37.2,1
4344,1,301.7,309.8,1491,39.3,1
5118,1,304.1,313.6,1611,31.4,1
9358,2,298.3,308.9,1646,25.4,1
8455,1,298.6,310.0,1522,40.3,1
6230,1,301.3,310.9,2165,17.4,1
8190,1,299.7,311.0,1983,21.0,1
4085,1,302.0,310.4,1611,35.6,1
8637,1,297.5,308.4,1723,27.3,1
3422,2,301.5,310.5,1612,29.8,1
3482,1,302.0,310.9,1663,31.5,1
3999,1,302.1,311.0,1586,35.1,1
8629,1,297.5,308.4,1747,31.0,1
4215,1,301.9,310.6,1573,36.6,1
6666,1,301.3,310.4,1440,41.5,1
9147,1,297.6,308.6,1528,40.0,1
7560,2,300.4,311.4,1355,56.2,1
5696,1,302.4,311.8,1451,42.0,1
4569,2,302.7,310.8,1555,36.1,1
9318,1,298.5,309.5,1480,38.1,1
3067,2,300.1,309.2,1457,44.3,1
3511,1,301.7,311.0,1474,42.6,1
3387,0,301.5,310.8,1474,38.7,1
7358,1,299.6,310.1,1487,42.9,1
6960,1,300.6,311.0,1543,34.7,1
2090,1,299.5,309.3,1941,22.5,1
5596,2,302.7,312.0,1944,21.4,1
8051,1,300.7,312.0,1401,51.1,1
549,1,297.4,309.3,1332,53.2,1
3436,1,301.5,310.5,1389,54.9,1
3081,2,299.9,309.2,1539,43.2,1
9616,2,299.0,310.2,1564,39.9,1
4906,1,303.6,312.4,1363,53.1,1
2213,1,299.7,309.1,1475,40.0,1
8304,1,298.8,310.2,1504,41.0,1
9322,1,298.4,309.2,1335,53.5,1
9376,0,297.7,308.4,1288,49.5,1
9458,2,298.5,309.3,1692,26.7,1
1590,2,298.1,308.3,1453,41.5,1
3988,2,302.3,311.3,1444,43.1,1
5604,1,302.9,312.2,1340,57.8,1
9879,1,298.7,309.7,1293,59.1,1
4522,1,302.4,310.4,1865,23.9,1
5428,1,302.7,312.4,1423,51.9,1
1610,1,297.7,307.7,1581,34.9,1
8979,1,296.9,307.6,1435,45.0,1
